Movie Name,Votes,Certification,Gross (USD millions),Star 1,Star 2,Star 3,Star 4,Genre1,Genre2,Genre3,Popularity
The Magnificent Seven,219348,PG-13,93.43,Denzel Washington,Chris Pratt,Ethan Hawke,Vincent D'Onofrio,Action, Adventure, Drama,319
Aquaman,491563,PG-13,335.06,Jason Momoa,Amber Heard,Willem Dafoe,Patrick Wilson,Action, Adventure, Fantasy,381
Ready or Not,163970,R,28.71,Samara Weaving,Adam Brody,Mark O'Brien,Henry Czerny,Action, Comedy, Horror,411
Thor: The Dark World,699939,PG-13,206.36,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård,Action, Adventure, Fantasy,556
Mad Max,213451,R,8.75,Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,Steve Bisley,Action, Adventure, Sci-Fi,616
Captain Marvel,579718,PG-13,426.83,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Jude Law,Action, Adventure, Sci-Fi,647
Men in Black 3,373223,PG-13,179.02,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Action, Adventure, Comedy,690
The Maze Runner,483911,PG-13,102.43,Dylan O'Brien,Kaya Scodelario,Will Poulter,Thomas Brodie-Sangster,Action, Mystery, Sci-Fi,835
The Book of Eli,327208,R,94.84,Denzel Washington,Mila Kunis,Ray Stevenson,Gary Oldman,Action, Adventure, Drama,879
TRON: Legacy,345511,PG,172.06,Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,Action, Adventure, Sci-Fi,1089
What Happened to Monday,128309,TV-MA,,Noomi Rapace,Glenn Close,Willem Dafoe,Marwan Kenzari,Action, Crime, Fantasy,1146
Spectre,451049,PG-13,200.07,Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,Action, Adventure, Thriller,1352
Boss Level,72903,TV-MA,,Frank Grillo,Mel Gibson,Naomi Watts,Michelle Yeoh,Action, Adventure, Comedy,1590
Bad Boys,274981,R,65.81,Will Smith,Martin Lawrence,Lisa Boyle,Michael Taliferro,Action, Comedy, Crime,1815
The Long Kiss Goodnight,82452,R,33.33,Geena Davis,Samuel L. Jackson,Yvonne Zima,Craig Bierko,Action, Crime, Drama,1937
The Island,321114,PG-13,35.82,Scarlett Johansson,Ewan McGregor,Djimon Hounsou,Steve Buscemi,Action, Sci-Fi, Thriller,2072
News of the World,91293,PG-13,,Tom Hanks,Helena Zengel,Tom Astor,Travis Johnson,Action, Adventure, Drama,2182
The Transporter,310990,PG-13,25.3,Jason Statham,Shu Qi,Matt Schulze,François Berléand,Action, Crime, Thriller,2340
Hellboy (2004),338551,PG-13,59.62,Ron Perlman,Doug Jones,Selma Blair,John Hurt,Action, Adventure, Fantasy,2399
The Outpost,37176,R,,Scott Eastwood,Caleb Landry Jones,Orlando Bloom,Jack Kesy,Action, Drama, History,2411
Chappie,259709,R,31.57,Sharlto Copley,Dev Patel,Hugh Jackman,Sigourney Weaver,Action, Crime, Drama,2454
Ghostbusters,237052,PG-13,128.34,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones,Action, Comedy, Fantasy,2474
Bloodsport,89048,R,11.81,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,Action, Biography, Drama,2561
Young Guns,64683,R,45.66,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen,Action, Drama, Western,2602
The Mask of Zorro,190940,PG-13,94.1,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,José María de Tavira,Action, Adventure, Comedy,2656
Logan's Run,58904,PG,25,Michael York,Jenny Agutter,Richard Jordan,Roscoe Lee Browne,Action, Adventure, Sci-Fi,2903
Hanna,202550,PG-13,40.26,Saoirse Ronan,Cate Blanchett,Eric Bana,Vicky Krieps,Action, Adventure, Drama,3096
Patriot Games,116182,R,83.29,Harrison Ford,Sean Bean,Anne Archer,Patrick Bergin,Action, Thriller,,3174
Superman II,110904,PG,108.19,Gene Hackman,Christopher Reeve,Margot Kidder,Ned Beatty,Action, Adventure, Sci-Fi,3222
Unstoppable,202079,PG-13,81.56,Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Action, Thriller,,3301
You Only Live Twice,113271,PG,43.08,Sean Connery,Akiko Wakabayashi,Mie Hama,Tetsurô Tanba,Action, Adventure, Thriller,3376
Street Kings,116697,R,26.42,Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Action, Crime, Thriller,3672
The Score,130864,R,71.07,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett,Action, Crime, Drama,3829
Shin Godzilla,29765,Not Rated,1.92,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Ren Ôsugi,Action, Drama, Horror,3930
Four Brothers,151737,R,74.49,Mark Wahlberg,Tyrese Gibson,André 3000,Garrett Hedlund,Action, Crime, Drama,4072
Innerspace,62639,PG,25.89,Dennis Quaid,Martin Short,Meg Ryan,Kevin McCarthy,Action, Adventure, Comedy,4139
Spies in Disguise,52626,PG,66.76,Rachel Brosnahan,Jarrett Bruno,Claire Crosby,Toru Uchikado,Animation, Action, Adventure,4321
Dog Soldiers,62886,R,,Sean Pertwee,Kevin McKidd,Emma Cleasby,Liam Cunningham,Action, Horror, Thriller,4555
Three Steps Above Heaven,27336,Not Rated,,Mario Casas,María Valverde,Álvaro Cervantes,Marina Salas,Action, Drama, Romance,
Unknown,265339,PG-13,63.69,Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Action, Mystery, Thriller,
El Mariachi,69294,R,2.04,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Peter Marquardt,Action, Crime, Thriller,
Enemy Mine,49677,PG-13,4.27,Dennis Quaid,Louis Gossett Jr.,Brion James,Richard Marcus,Action, Adventure, Drama,
Tristan + Isolde,53481,PG-13,14.73,James Franco,Sophia Myles,Rufus Sewell,David O'Hara,Action, Drama, Romance,
Harsh Times,67184,R,3.34,Christian Bale,Freddy Rodríguez,Eva Longoria,Chaka Forman,Action, Crime, Drama,
Green Zone,139764,R,35.05,Matt Damon,Jason Isaacs,Greg Kinnear,Igal Naor,Action, Drama, Thriller,
We Own the Night,90794,R,28.56,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Danny Hoch,Action, Crime, Drama,
Who Am I?,41510,PG-13,,Jackie Chan,Michelle Ferre,Mirai Yamamoto,Ron Smerczak,Action, Adventure, Comedy,
Dead Snow 2: Red vs. Dead,25774,R,,Geir Vegar Hoel,Ørjan Gamst,Martin Starr,Jocelyn DeBoer,Action, Comedy, Fantasy,
The Legend,29202,UA,,Saravanan Arul,Geethika,Mayilsamy,Nassar,Action, Drama, Romance,
Black Panther: Wakanda Forever,269733,PG-13,453.72,Letitia Wright,Lupita Nyong'o,Danai Gurira,Winston Duke,Action, Adventure, Drama,176
Extraction,214935,R,,Chris Hemsworth,Bryon Lerum,Ryder Lerum,Rudhraksh Jaiswal,Action, Thriller,,362
Kingsman: The Golden Circle,343498,R,100.23,Taron Egerton,Colin Firth,Mark Strong,Channing Tatum,Action, Adventure, Comedy,521
Black Widow,397391,PG-13,183.65,Scarlett Johansson,Florence Pugh,David Harbour,Rachel Weisz,Action, Adventure, Sci-Fi,639
Jumanji: The Next Level,263782,PG-13,316.83,Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,Action, Adventure, Comedy,656
Violent Night,71670,R,,David Harbour,John Leguizamo,Beverly D'Angelo,Alex Hassell,Action, Comedy, Crime,755
In Time,423232,PG-13,37.52,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Olivia Wilde,Action, Sci-Fi, Thriller,779
Safe House,228439,R,126.37,Denzel Washington,Ryan Reynolds,Robert Patrick,Vera Farmiga,Action, Thriller,,823
The Running Man,159059,R,38.12,Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,Jim Brown,Action, Sci-Fi, Thriller,881
Road House,80308,R,30.05,Patrick Swayze,Kelly Lynch,Sam Elliott,Ben Gazzara,Action, Thriller,,891
The Adam Project,214132,PG-13,,Ryan Reynolds,Walker Scobell,Mark Ruffalo,Jennifer Garner,Action, Adventure, Comedy,897
Bumblebee,174144,PG-13,127.2,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,Jason Drucker,Action, Adventure, Sci-Fi,916
No Escape,89287,R,27.29,Lake Bell,Pierce Brosnan,Owen Wilson,Thanawut Ketsaro,Action, Thriller,,945
Warcraft,270516,PG-13,47.37,Travis Fimmel,Paula Patton,Ben Foster,Dominic Cooper,Action, Adventure, Fantasy,1149
Armageddon,436466,PG-13,201.57,Bruce Willis,Billy Bob Thornton,Ben Affleck,Liv Tyler,Action, Adventure, Sci-Fi,1177
The Equalizer 2,169685,R,102.08,Denzel Washington,Pedro Pascal,Ashton Sanders,Orson Bean,Action, Crime, Thriller,1253
The Wolverine,477813,PG-13,132.56,Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima,Action, Sci-Fi,,1372
Commando,167390,R,35.1,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells,Action, Adventure, Thriller,1546
Midway,89746,PG-13,56.85,Ed Skrein,Patrick Wilson,Woody Harrelson,Luke Evans,Action, Drama, History,1556
The A-Team,263623,PG-13,77.22,Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel,Action, Adventure, Crime,1574
King Arthur: Legend of the Sword,223687,PG-13,39.18,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Djimon Hounsou,Action, Adventure, Drama,1593
Atomic Blonde,199549,R,51.69,Charlize Theron,James McAvoy,John Goodman,Eddie Marsan,Action, Thriller,,1603
Backdraft,83888,R,77.87,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,Action, Drama, Mystery,1659
Wanted (2008),398063,R,134.51,Angelina Jolie,James McAvoy,Morgan Freeman,Terence Stamp,Action, Crime, Thriller,1776
Enola Holmes 2,87053,PG-13,,Millie Bobby Brown,Henry Cavill,David Thewlis,Louis Partridge,Action, Adventure, Crime,1802
Kisi Ka Bhai Kisi Ki Jaan,36182,Not Rated,,Salman Khan,Pooja Hegde,Venkatesh Daggubati,Aamir Naik,Action, Comedy, Drama,1821
Super,82065,R,0.32,Rainn Wilson,Elliot Page,Liv Tyler,Kevin Bacon,Action, Comedy, Crime,1822
Teenage Mutant Ninja Turtles (1990),97669,PG,135.27,Judith Hoag,Elias Koteas,Josh Pais,David Forman,Action, Adventure, Comedy,1837
Zombieland: Double Tap,189053,R,73.12,Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,Action, Comedy, Horror,2016
Blade II,225677,R,82.35,Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela,Action, Horror, Sci-Fi,2047
Tron,125139,PG,33,Jeff Bridges,Bruce Boxleitner,David Warner,Cindy Morgan,Action, Adventure, Sci-Fi,2048
Demolition Man,184152,R,58.06,Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,Action, Sci-Fi, Thriller,2077
The Matrix Revolutions,525808,R,139.31,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Action, Sci-Fi,,2093
Escape Plan,249753,R,25.13,Sylvester Stallone,Arnold Schwarzenegger,50 Cent,Vincent D'Onofrio,Action, Thriller,,2108
2 Guns,218776,R,75.61,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,Action, Thriller,,2128
Angels & Demons,300789,PG-13,133.38,Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård,Action, Mystery, Thriller,2382
Out of the Furnace,120589,R,11.33,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson,Action, Crime, Drama,2551
Pandorum,154912,R,10.33,Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,Action, Horror, Mystery,2777
Hot Shots!,112309,PG-13,69.47,Charlie Sheen,Cary Elwes,Valeria Golino,Lloyd Bridges,Action, Comedy,,3061
Colors,28218,R,46.62,Sean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks,Action, Crime, Drama,3197
The Living Daylights,102137,PG,51.19,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé,Joe Don Baker,Action, Adventure, Thriller,3216
Live and Let Die,111225,PG,35.38,Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,Action, Adventure, Thriller,3225
Wyatt Earp,53068,PG-13,25.05,Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,Action, Adventure, Biography,3238
Absolute Power,57886,R,50.01,Clint Eastwood,Gene Hackman,Ed Harris,Laura Linney,Action, Crime, Drama,3241
Jungle,59851,R,,Daniel Radcliffe,Thomas Kretschmann,Alex Russell,Joel Jackson,Action, Adventure, Biography,3320
The Last Starfighter,44107,PG,28.73,Lance Guest,Robert Preston,Kay E. Kuter,Dan Mason,Action, Adventure, Sci-Fi,3493
On Her Majesty's Secret Service,95299,PG,22.8,George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Action, Adventure, Thriller,3535
For Your Eyes Only,104624,PG,62.3,Roger Moore,Carole Bouquet,Topol,Lynn-Holly Johnson,Action, Adventure, Thriller,3867
Conspiracy Theory,103735,R,75.98,Mel Gibson,Julia Roberts,Patrick Stewart,Cylk Cozart,Action, Mystery, Thriller,3881
The Man with the Golden Gun,109124,PG,20.97,Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,Action, Adventure, Thriller,3966
Pete's Dragon,60151,PG,76.23,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence,Action, Adventure, Comedy,4129
The Grey,257336,R,51.58,Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Action, Adventure, Drama,4186
Hardcore Henry,98724,R,9.25,Sharlto Copley,Tim Roth,Haley Bennett,Danila Kozlovskiy,Action, Adventure, Sci-Fi,4202
The Finest Hours,68641,PG-13,27.57,Chris Pine,Casey Affleck,Ben Foster,Eric Bana,Action, Drama, History,4264
Hamburger Hill,26775,R,13.84,Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan,Action, Drama, Thriller,4332
Underworld: Evolution,204640,R,62.32,Kate Beckinsale,Scott Speedman,Bill Nighy,Tony Curran,Action, Fantasy, Thriller,4366
Gangster Squad,218950,R,46,Sean Penn,Ryan Gosling,Emma Stone,Giovanni Ribisi,Action, Crime, Drama,4498
Rumble in the Bronx,44078,R,32.39,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,Action, Comedy, Crime,4529
Harriet,28853,PG-13,,Cynthia Erivo,Janelle Monáe,Leslie Odom Jr.,Joe Alwyn,Action, Biography, Drama,4644
Brooklyn's Finest,65089,R,27.15,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Action, Crime, Drama,
Lethal Weapon 3,173214,R,144.73,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Action, Crime, Thriller,
Death Sentence,73261,R,9.53,Kevin Bacon,John Goodman,Kelly Preston,Garrett Hedlund,Action, Crime, Drama,
The Enforcer,47279,R,46.2,Clint Eastwood,Tyne Daly,Harry Guardino,Bradford Dillman,Action, Crime, Thriller,
The Salvation,41024,R,0.01,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,Eric Cantona,Action, Drama, Thriller,
Ransom,131627,R,136.49,Mel Gibson,Gary Sinise,Rene Russo,Brawley Nolte,Action, Crime, Thriller,
The Brothers Bloom,51753,PG-13,3.52,Rachel Weisz,Adrien Brody,Mark Ruffalo,Rinko Kikuchi,Action, Adventure, Comedy,
Appaloosa,62795,R,20.21,Ed Harris,Viggo Mortensen,Renée Zellweger,Jeremy Irons,Action, Crime, Drama,
Hidalgo,83874,PG-13,67.29,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,Louise Lombard,Action, Adventure, Biography,
Machine Gun Preacher,67555,R,0.54,Gerard Butler,Michelle Monaghan,Michael Shannon,Kathy Baker,Action, Biography, Crime,
Tales from the Crypt: Demon Knight,25105,R,21.09,Billy Zane,William Sadler,Jada Pinkett Smith,Brenda Bakke,Action, Fantasy, Horror,
Blood and Bone,34675,R,,Michael Jai White,Julian Sands,Eamonn Walker,Dante Basco,Action, Crime, Drama,
The Brave One,62139,R,36.79,Jodie Foster,Terrence Howard,Naveen Andrews,Nicky Katt,Action, Crime, Drama,
Nothing to Lose,48020,R,44.46,Martin Lawrence,Tim Robbins,John C. McGinley,Giancarlo Esposito,Action, Adventure, Comedy,
Om Shanti Om,46247,Not Rated,3.6,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Kirron Kher,Action, Comedy, Drama,
Stakeout,27683,R,65.67,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,Aidan Quinn,Action, Comedy, Crime,
Turbo Kid,28898,Not Rated,0.05,Munro Chambers,Laurence Leboeuf,Michael Ironside,Edwin Wright,Action, Adventure, Comedy,
Wild Target,39264,PG-13,0.12,Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett,Action, Comedy, Crime,
Antim: The Final Truth,41643,UA,,Salman Khan,Aayush Sharma,Mahima Makwana,Mahesh Manjrekar,Action, Crime, Drama,
The Fate of the Furious,241807,PG-13,226.01,Vin Diesel,Jason Statham,Dwayne Johnson,Michelle Rodriguez,Action, Crime, Thriller,92
Venom,505891,PG-13,213.52,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,Action, Adventure, Sci-Fi,454
The Other Guys,277481,PG-13,119.22,Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes,Action, Comedy, Crime,533
Divergent,471835,PG-13,150.95,Shailene Woodley,Theo James,Kate Winslet,Jai Courtney,Action, Adventure, Mystery,545
Star Wars: Episode II - Attack of the Clones,729842,PG,310.68,Hayden Christensen,Natalie Portman,Ewan McGregor,Christopher Lee,Action, Adventure, Fantasy,652
Red Sparrow,192617,R,46.87,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,Action, Drama, Thriller,701
Pirates of the Caribbean: On Stranger Tides,541758,PG-13,241.06,Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush,Action, Adventure, Fantasy,968
Resident Evil,278751,R,40.12,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,Oscar Pearce,Action, Horror, Sci-Fi,1048
Austin Powers: The Spy Who Shagged Me,240487,PG-13,206.04,Mike Myers,Heather Graham,Michael York,Robert Wagner,Action, Adventure, Comedy,1105
John Carter,278959,PG-13,73.08,Taylor Kitsch,Lynn Collins,Willem Dafoe,Samantha Morton,Action, Adventure, Sci-Fi,1172
Kong: Skull Island,330142,PG-13,168.05,Tom Hiddleston,Samuel L. Jackson,Brie Larson,John C. Reilly,Action, Adventure, Fantasy,1202
Ender's Game,246688,PG-13,61.74,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin,Action, Adventure, Sci-Fi,1262
The Old Guard,172981,R,,Charlize Theron,KiKi Layne,Matthias Schoenaerts,Marwan Kenzari,Action, Thriller,,1267
The Incredible Hulk,505491,PG-13,134.52,Edward Norton,Liv Tyler,Tim Roth,William Hurt,Action, Adventure, Sci-Fi,1315
Smokin' Aces,148692,R,35.66,Jeremy Piven,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Action, Comedy, Crime,1370
Enola Holmes,204209,PG-13,,Millie Bobby Brown,Henry Cavill,Sam Claflin,Helena Bonham Carter,Action, Adventure, Crime,1393
Crocodile Dundee,110321,PG-13,174.64,Paul Hogan,Linda Kozlowski,John Meillon,David Gulpilil,Action, Adventure, Comedy,1423
The Amazing Spider-Man 2,512975,PG-13,202.85,Andrew Garfield,Emma Stone,Jamie Foxx,Paul Giamatti,Action, Adventure, Sci-Fi,1440
Licence to Kill,108157,PG-13,34.67,Timothy Dalton,Robert Davi,Carey Lowell,Talisa Soto,Action, Adventure, Thriller,1458
The Chronicles of Riddick,235755,R,57.76,Vin Diesel,Judi Dench,Colm Feore,Thandiwe Newton,Action, Adventure, Sci-Fi,1493
Quantum of Solace,457982,PG-13,168.37,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Action, Adventure, Mystery,1528
The Hunger Games: Mockingjay - Part 1,472017,PG-13,337.14,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Action, Adventure, Sci-Fi,1589
Hunter Killer,67204,R,15.77,Gerard Butler,Gary Oldman,Common,Linda Cardellini,Action, Thriller,,1617
The Harder They Fall,67053,R,,Jonathan Majors,Zazie Beetz,RJ Cyler,Edi Gathegi,Action, Drama, Western,1631
Jungle Cruise,199830,PG-13,116.99,Dwayne Johnson,Emily Blunt,Edgar Ramírez,Jack Whitehall,Action, Adventure, Comedy,1637
Anna,87170,R,7.74,Sasha Luss,Helen Mirren,Luke Evans,Cillian Murphy,Action, Thriller,,1710
Jason Bourne,233790,PG-13,162.43,Matt Damon,Tommy Lee Jones,Alicia Vikander,Vincent Cassel,Action, Thriller,,1734
X-Men: The Last Stand,527021,PG-13,234.36,Patrick Stewart,Hugh Jackman,Halle Berry,Famke Janssen,Action, Adventure, Sci-Fi,1800
Robin Hood (2010),275336,PG-13,105.27,Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow,Action, Adventure, Drama,1804
The Rundown,110187,PG-13,47.73,Dwayne Johnson,Seann William Scott,Christopher Walken,Rosario Dawson,Action, Adventure, Comedy,1912
Tears of the Sun,126400,R,43.73,Bruce Willis,Cole Hauser,Monica Bellucci,Eamonn Walker,Action, Drama, Thriller,1948
Elysium,457703,R,93.05,Matt Damon,Jodie Foster,Sharlto Copley,Alice Braga,Action, Drama, Sci-Fi,1987
Prince of Persia: The Sands of Time,296163,PG-13,90.76,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Action, Adventure, Fantasy,2235
The 13th Warrior,128166,R,32.7,Antonio Banderas,Diane Venora,Dennis Storhøi,Vladimir Kulich,Action, Adventure, History,2351
Rush Hour 2,228442,PG-13,226.16,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,Action, Comedy, Crime,2509
Machete,200610,R,26.59,Danny Trejo,Michelle Rodriguez,Robert De Niro,Jessica Alba,Action, Crime, Thriller,2730
Adrift,59068,PG-13,31.45,Shailene Woodley,Sam Claflin,Jeffrey Thomas,Elizabeth Hawthorne,Action, Adventure, Biography,2757
RED 2,175701,PG-13,53.26,Bruce Willis,Helen Mirren,John Malkovich,Anthony Hopkins,Action, Comedy, Crime,2773
30 Days of Night,182423,R,39.57,Josh Hartnett,Melissa George,Danny Huston,Ben Foster,Action, Adventure, Horror,2826
Run All Night,111976,R,26.46,Liam Neeson,Ed Harris,Joel Kinnaman,Vincent D'Onofrio,Action, Crime, Thriller,2848
The Aeronauts,35377,PG-13,,Felicity Jones,Eddie Redmayne,Himesh Patel,Vincent Perez,Action, Adventure, Drama,2859
Flushed Away,132206,PG,64.67,Hugh Jackman,Kate Winslet,Ian McKellen,Jean Reno,Animation, Action, Adventure,2884
The Heat,176804,R,159.58,Sandra Bullock,Michael McDonald,Melissa McCarthy,Demián Bichir,Action, Comedy, Crime,2897
The Lego Movie 2: The Second Part,71201,PG,105.81,Chris Pratt,Elizabeth Banks,Will Arnett,Tiffany Haddish,Animation, Action, Adventure,2901
Outbreak,133334,R,67.82,Dustin Hoffman,Rene Russo,Morgan Freeman,Kevin Spacey,Action, Drama, Thriller,3021
The Expendables 2,313351,R,85.02,Sylvester Stallone,Liam Hemsworth,Randy Couture,Jean-Claude Van Damme,Action, Adventure, Thriller,3047
Epic,107528,PG,107.52,Amanda Seyfried,Josh Hutcherson,Beyoncé,Colin Farrell,Animation, Action, Adventure,3056
Star Trek III: The Search for Spock,83289,PG,76.47,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Action, Adventure, Sci-Fi,3073
The Bourne Legacy,308661,PG-13,113.2,Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Action, Adventure, Thriller,3109
Bad Boys II,258406,R,138.61,Will Smith,Martin Lawrence,Gabrielle Union,Jordi Mollà,Action, Comedy, Crime,3134
Overlord,102720,R,21.7,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Pilou Asbæk,Action, Horror, Sci-Fi,3146
Joy Ride,72456,R,21.97,Steve Zahn,Paul Walker,Leelee Sobieski,Jessica Bowman,Action, Mystery, Thriller,3209
The Informer,39666,R,,Joel Kinnaman,Rosamund Pike,Common,Mateusz Kosciukiewicz,Action, Crime, Drama,3292
Attack the Block,108989,R,1.02,John Boyega,Jodie Whittaker,Alex Esmail,Leeon Jones,Action, Adventure, Comedy,3306
Sudden Impact,46842,R,67.64,Clint Eastwood,Sondra Locke,Pat Hingle,Bradford Dillman,Action, Crime, Thriller,3521
